,genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
2664,[18],393457,en,"In 1950s Pittsburgh, a frustrated African-American father struggles with the constraints of poverty, racism, and his own inner demons as he tries to raise a family.",25.237,2016-12-16,Fences,6.8,2074
2665,"[18, 28, 53]",75736,en,"The lives of three female assassins take a sudden turn when their charming boss lures them into one last job. They soon find themselves thrust into a bizarre situation involving a psychotic hit man, a grizzled trucker and a delusional line cook.",20.732,2011-12-08,Catch.44,5.1,262
2666,[],876551,en,"In Search of Mount Analogue journeys through ocean and land, bringing life to the imagined, metaphorical, and mysterious island from the 1952 novel, Mount Analogue, by René Daumal. The film uses 16mm film to capture computer-generated images that create an immersive, but rather odd, landscape of Mount Analogue.",12.911,2021-12-10,In Search of Mount Analogue,0.0,0
2667,"[27, 9648, 53]",3600,en,"Ever since killing the Fisherman one year ago, Julie James is still haunted by images of him after her. When her best friend Karla wins free tickets to the Bahamas, Julie finds this a perfect opportunity to finally relax. But someone is waiting for her. Someone who she thought was dead. Someone who is out again for revenge.",18.478,1998-11-13,I Still Know What You Did Last Summer,5.3,1115
2668,"[10751, 16, 12]",283564,en,"A new member has joined Eli and the Shane Gang! Junjie, once the protector of the Eastern Caverns, is a master of the slugslinging art of Slug Fu! But even with the power of five slingers, the Shane Gang find themselves in over their heads as they race across The 99 Caverns in search of the Legendary Elemental Slugs. The five Elementals are ancient slugs of great power, and the forbearers of all slugs found in SlugTerra today. In the wrong hands, they could bring Slugterra to the brink of destruction. So when an evil alliance starts hunting down the Elementals, Eli and his friends — old and new — take off in pursuit of the greatest threat their world has ever faced!",20.662,2014-08-02,SlugTerra: Return of the Elementals,6.4,81
2669,[18],7874,en,"A God-fearing bluesman takes to a wild young woman who, as a victim of childhood sexual abuse, is looking everywhere for love, but never quite finding it.",20.977,2006-12-31,Black Snake Moan,6.9,653
2670,"[18, 10749]",25988,en,"A young Englishman is dispatched to Sarawak to become part of the British colonial government. He encounters some unorthodox local traditions, and finds himself faced with tough decisions of the heart involving the beautiful Selima, the unwitting object of his affections.",17.224,2003-01-31,The Sleeping Dictionary,6.6,113
2671,"[12, 28, 35, 53, 80]",941,en,"Veteran buttoned-down LAPD detective Roger Murtaugh is partnered with unhinged cop Martin Riggs, who -- distraught after his wife's death -- has a death wish and takes unnecessary risks with criminals at every turn. The odd couple embark on their first homicide investigation as partners, involving a young woman known to Murtaugh with ties to a drug and prostitution ring.",23.919,1987-03-06,Lethal Weapon,7.3,3463
2672,"[12, 18, 10751]",44826,en,"Orphaned and alone except for an uncle, Hugo Cabret lives in the walls of a train station in 1930s Paris. Hugo's job is to oil and maintain the station's clocks, but to him, his more important task is to protect a broken automaton and notebook left to him by his late father. Accompanied by the goddaughter of an embittered toy merchant, Hugo embarks on a quest to solve the mystery of the automaton and find a place he can call home.",25.373,2011-11-22,Hugo,7.2,5894
2673,"[80, 18]",1646,en,"A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.",19.82,2007-01-05,Freedom Writers,7.9,1623
2674,[18],334541,en,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",20.177,2016-11-18,Manchester by the Sea,7.5,4656
2675,"[27, 53]",157433,en,"Dr. Louis Creed and his wife, Rachel, move from Boston to Ludlow, in rural Maine, with their two young children. Hidden in the woods near the new family home, Ellie, their eldest daughter, discovers a mysterious cemetery where the pets of community members are buried.",24.935,2019-04-04,Pet Sematary,5.7,2572
2676,"[35, 28]",9012,en,"Johnny Knoxville and his band of maniacs perform a variety of stunts and gross-out gags on the big screen for the first time. They wander around Japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving LIVE alligators, and so on.",17.218,2002-10-25,Jackass: The Movie,6.2,1076
2677,"[28, 53, 12]",657,en,"Agent 007 is back in the second installment of the James Bond series, this time battling a secret crime organization known as SPECTRE. Russians Rosa Klebb and Kronsteen are out to snatch a decoding device known as the Lektor, using the ravishing Tatiana to lure Bond into helping them. Bond willingly travels to meet Tatiana in Istanbul, where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy.",23.717,1963-10-10,From Russia with Love,7.1,2143
2678,"[878, 18, 10749, 14]",31011,en,"Nemo Nobody leads an ordinary existence with his wife and 3 children; one day, he wakes up as a mortal centenarian in the year 2092.",25.918,2009-11-06,Mr. Nobody,7.9,4907
2679,"[878, 53]",476926,en,"On a bleak future Earth, a soldier endures a radical genetic transformation to save humanity. But his wife fears he's becoming more creature than man.",21.728,2018-03-30,The Titan,5.4,993
2680,"[35, 12]",11153,en,"Clark Griswold is on a quest to take his family on a quest to Walley World theme park for a vacation, but things don't go exactly as planned.",28.965,1983-07-28,National Lampoon's Vacation,7.1,1107
2681,"[27, 28, 53, 80]",755,en,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",26.615,1996-01-19,From Dusk Till Dawn,7.0,4606
2682,"[28, 80, 18, 53]",13804,en,"When a crime brings them back to L.A., fugitive ex-con Dom Toretto reignites his feud with agent Brian O'Conner. But as they are forced to confront a shared enemy, Dom and Brian must give in to an uncertain new trust if they hope to outmaneuver him. And the two men will find the best way to get revenge: push the limits of what's possible behind the wheel.",22.547,2009-04-02,Fast & Furious,6.7,5713
2683,"[35, 10749]",9889,en,"A shallow man falls in love with a 300 pound woman because of her ""inner beauty"".",21.164,2001-11-01,Shallow Hal,6.1,2296
2684,"[9648, 878]",2666,en,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",21.213,1998-02-27,Dark City,7.3,2064
2685,"[12, 27]",9392,en,"After a tragic accident, six friends reunite for a caving expedition. Their adventure soon goes horribly wrong when a collapse traps them deep underground and they find themselves pursued by bloodthirsty creatures. As their friendships deteriorate, they find themselves in a desperate struggle to survive the creatures and each other.",22.214,2005-07-08,The Descent,7.0,2820
2686,"[35, 10751]",17037,en,"Estranged from his father, college student Jake is lured home to New York for Christmas with the promise of receiving a classic Porsche as a gift. When the bullying football team dumps him in the desert in a Santa suit, Jake is left without identification or money to help him make the journey. Meanwhile, his girlfriend, Allie, does not know where he is, and accepts a cross-country ride from Jake's rival, Eddie.",19.213,1998-11-13,I'll Be Home for Christmas,5.7,228
2687,"[80, 18, 9648]",3580,en,"Christine Collins is overjoyed when her kidnapped son is brought back home. But when Christine suspects that the boy returned to her isn't her child, the police captain has her committed to an asylum.",18.864,2008-01-30,Changeling,7.6,3258
2688,"[28, 53]",9319,en,"When the girl that detective Joe Hallenback is protecting gets murdered, the boyfriend of the murdered girl attempts to investigate and solve the case. What they discover is that there is deep seated corruption going on between a crooked politician and the owner of a pro football team.",24.461,1991-12-11,The Last Boy Scout,6.8,1339
2689,[35],11453,en,Deuce Bigalow goes to Amsterdam after a little accident including two irritating kids and a bunch of aggressive dolphins. There he meets up with his old friend T.J. Hicks. But a mysterious killer starts killing some of Amsterdam's finest gigolos and T.J. is mistaken for the extremely gay murderer. Deuce must enter the gigolo industry again to find the real murderer and clear T.J.'s name.,25.462,2005-08-12,Deuce Bigalow: European Gigolo,5.1,673
2690,"[28, 12, 878]",9355,en,"Mad Max becomes a pawn in a decadent oasis of a technological society, and when exiled, becomes the deliverer of a colony of children.",24.96,1985-06-29,Mad Max Beyond Thunderdome,6.2,2090
2691,[28],333669,en,"Michael Mason is an American pickpocket living in Paris who finds himself hunted by the CIA when he steals a bag that contains more than just a wallet. Sean Briar, the field agent on the case, soon realises that Michael is just a pawn in a much bigger game and is also his best asset to uncover a large-scale conspiracy.",19.968,2016-04-22,Bastille Day,6.3,1021
2692,"[12, 28, 53]",658,en,"Special agent 007 comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.",20.211,1964-09-20,Goldfinger,7.3,2675
