,genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
4396,"[53, 18, 10749]",9833,en,"Deformed since birth, a bitter man known only as the Phantom lives in the sewers underneath the Paris Opera House. He falls in love with the obscure chorus singer Christine, and privately tutors her while terrorizing the rest of the opera house and demanding Christine be given lead roles. Things get worse when Christine meets back up with her childhood acquaintance Raoul and the two fall in love",17.042,2004-12-08,The Phantom of the Opera,7.3,1266
4397,"[14, 878, 53]",487083,en,"A young woman is sent to Paradise Hills to be reformed, only to learn that the high-class facility's beautiful facade hides a sinister secret.",13.311,2019-08-29,Paradise Hills,6.0,382
4398,"[10751, 12, 35, 18]",178682,en,"The Russo family and friends are headed to Tuscany, Italy, to meet their long lost relatives... but when Alex tries to prove she's more than a seemingly carefree young Wizard, she inadvertently conjures a spell that creates a Good Alex and an Evil Alex. When Evil Alex gets roped into a charming young wizard's foreboding plan to take over the world, Good Alex must find a way to save her family and humankind, which leads to a monumental battle between the two versions of herself - all atop the Tower of Pisa.",12.044,2013-03-15,The Wizards Return: Alex vs. Alex,6.9,609
4399,"[10749, 18, 14, 10770]",367544,en,A woman falls in love with a man who is somewhat unavailable.,20.297,2015-11-28,The Spirit of Christmas,7.0,240
4400,"[35, 878]",68,en,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",13.29,1985-02-20,Brazil,7.7,2532
4401,"[18, 35]",673159,en,"Bailey and Darla embark upon a misguided and mutually deceitful form of therapy, one in which they must drive across the country re-enacting Darla's colorful history as a sex addict. As their true motivations for the road trip come to light, the unlikely pair force one another to confront their issues, discovering that there might actually be more to love than just sex.",13.818,2020-03-20,Hooking Up,6.8,110
4402,[28],500852,en,"Gloria finds a power she never knew she had when she is drawn into a dangerous world of cross-border crime. Surviving will require all of her cunning, inventiveness, and strength.",21.056,2019-02-01,Miss Bala,6.4,395
4403,"[53, 18]",9264,en,A seductive teen befriends an introverted high school student and schemes her way into the lives of her wealthy family.,13.489,1992-05-08,Poison Ivy,5.4,246
4404,"[18, 36, 10752]",821,en,"In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.",15.79,1961-12-18,Judgment at Nuremberg,8.1,527
4405,"[27, 18, 53, 14]",527261,en,"With the world under attack by deadly creatures who hunt by sound, a teen and her family seek refuge outside the city and encounter a mysterious cult.",21.354,2019-05-16,The Silence,6.1,1122
4406,"[35, 10751, 16, 12, 9648]",560066,en,"Mystery Inc. withdraws from solving crimes after botching a case. When Vincent Van Ghoul contacts the gang about an unfinished investigation from Daphne, Shaggy and Scooby's past, the gang springs into action to finish the job that involves catching the 13th Ghost that escaped from the Chest of Demons and is still at large.",16.805,2019-02-05,Scooby-Doo! and the Curse of the 13th Ghost,8.0,191
4407,[80],703134,en,"Two young lovers rob their way across the southland, posting their exploits to social media, and gaining fame and followers as a result.",14.07,2020-06-12,Infamous,5.9,118
4408,"[28, 18, 12, 10770]",26881,en,"Dr. David Banner meets a former student, who has a magical hammer that summons Thor, a Norse god who is prevented from entering Valhalla. When the two superheroes stop feuding long enough to breathe, they are a team unmatched by any of their enemies.",11.366,1988-02-21,The Incredible Hulk Returns,6.1,86
4409,[35],496,en,"Kazakh journalist Borat Sagdiyev travels to America to make a documentary. As he zigzags across the nation, Borat meets real people in real situations with hysterical consequences. His backwards behavior generates strong reactions around him exposing prejudices and hypocrisies in American culture.",17.188,2006-11-01,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.7,4186
4410,"[35, 80]",18892,en,"Three of Reagan High School's most popular girls pretend to kidnap their friend by shoving a jawbreaker into the victim's mouth to keep her from screaming. Their plan goes awry when the girl swallows the jawbreaker, choking to death. Now the leader of the pack will do anything to keep the accident a secret.",16.536,1999-01-30,Jawbreaker,6.2,366
4411,"[12, 27]",4283,en,A news team is sent to Burundi to capture and bring home a legendary 25-foot crocodile. Their difficult task turns potentially deadly when a warlord targets them for death.,14.787,2007-01-12,Primeval,6.0,239
4412,"[28, 18]",308529,en,"Eric and Kurt Sloane are the descendants of a well-known Venice, California-based family of martial artists. Kurt has always been in older brother, Eric's shadow, as he lacks the instincts needed to become a champion. Against Kurt's concerns, Eric accepts a paid offer and travels to Thailand to challenge the Muay Thai champion Tong Po and fails with dire consequences. Kurt sets out for revenge. He trains with his brother's mentor, Master Durand, for a Muay Thai fight against the merciless champion, Tong Po. Durand first thinks Kurt is impossible to train, but through a series of spiritual exercises and tests, Durand discovers that Kurt has a deeper strength that will carry him through his final showdown with Tong Po.",12.793,2016-07-14,Kickboxer: Vengeance,5.0,312
4413,"[12, 35, 10751, 14, 10770]",34560,en,"Marnie Piper prepares to begin a new school year, she asks the Halloweentown Hot Witches' Council to work toward openness between Halloweentown and the mortal world. She proposes to bring a group of Halloweentown students to her own high school in the mortal world.",14.287,2004-10-08,Halloweentown High,6.6,239
4414,"[35, 10751, 14, 10749, 10770]",81393,en,"In an attempt to win back her ex-boyfriend on Christmas Eve, Kate ends up ruining her blind date with Miles, a handsome guy she's been set up with. In a strange twist of fate, Kate is given the chance to re-live Christmas Eve twelve times.",15.038,2011-12-11,12 Dates of Christmas,6.1,182
4415,"[12, 14, 10749, 10751]",2270,en,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity.",13.036,2007-08-09,Stardust,7.2,3176
4416,[18],375183,en,"Dane Jensen is a driven, Chicago-based headhunter, working at a cut-throat job placement firm. When Dane's boss announces his retirement, he pits Dane against Lynn Vogel, Dane's equally driven but polar-opposite rival at the firm, in a battle for control over the company.",13.544,2017-05-18,A Family Man,6.7,399
4417,[27],10053,en,"Far away from the site of a gruesome murder, a teenager named Jill Johnson arrives at a luxurious home for a baby-sitting job. With the children fast asleep, she settles in for what she expects to be an ordinary evening. Soon, the ringing of a phone and the frightening words of a sadistic caller turn Jill's routine experience into a night of terror.",15.536,2006-02-03,When a Stranger Calls,5.7,808
4418,"[35, 10751]",850,en,"The comic mishaps and adventures of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s.",20.434,1983-11-18,A Christmas Story,7.3,899
4419,"[28, 35, 27]",429733,en,A virus spreads through an office complex causing white collar workers to act out their worst impulses.,14.794,2017-11-10,Mayhem,6.5,458
4420,"[18, 80, 9648, 53]",793,en,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of criminals who have kidnapped her child.",14.783,1986-01-01,Blue Velvet,7.7,2398
4421,"[18, 99]",317952,en,"In the Mexican state of Michoacán, Dr. Jose Mireles, a small-town physician known as ""El Doctor,"" shepherds a citizen uprising against the Knights Templar, the violent drug cartel that has wreaked havoc on the region for years. Meanwhile, in Arizona's Altar Valley—a narrow, 52-mile-long desert corridor known as Cocaine Alley—Tim ""Nailer"" Foley, an American veteran, heads a small paramilitary group called Arizona Border Recon, whose goal is to halt Mexico’s drug wars from seeping across our border.",17.289,2015-07-03,Cartel Land,7.3,293
4422,"[18, 10749]",371447,en,"Neglected by her husband, Sarah embarks on an impromptu road trip with her young daughter and her best friend, Mindy. Along the way, the dynamic between the two friends intensifies before circumstances force them apart. Years later, Sarah attempts to rebuild their intimate connection in the days before Mindy’s wedding.",10.791,2017-02-17,Lovesong,5.7,146
4423,[18],26973,en,"Hattie, a New Orleans hooker, meets a photographer named Bellocq at her brothel one night and, after he photographs her, he befriends her 12-year-old daughter, Violet. When Violet is brought on as a working girl by her mother's madam and Hattie skips town to get married, Violet quickly loses her innocence and focuses on reuniting with Bellocq. But a life with Bellocq is compromised for Violet after her mother returns to town.",17.032,1978-04-05,Pretty Baby,7.0,201
4424,"[18, 10402]",502033,en,"Metal drummer Ruben begins to lose his hearing. When a doctor tells him his condition will worsen, he thinks his career and life is over. His girlfriend Lou checks the former addict into a rehab for the deaf hoping it will prevent a relapse and help him adapt to his new life. After being welcomed and accepted just as he is, Ruben must choose between his new normal and the life he once knew.",17.779,2020-11-20,Sound of Metal,7.8,1593
4425,"[10751, 35]",369883,en,A quiet teenage artist Rafe Katchadorian has a wild imagination and is sick of middle school and the rules that have been put before him. Rafe and his best friend Leo have come up with a plan: break every rule in the school hand book and as you expect trouble follows.,12.789,2016-10-07,Middle School: The Worst Years of My Life,6.9,329
4426,"[18, 36, 53]",1852,en,"Two police officers struggle to survive when they become trapped beneath the rubble of the World Trade Center on September 11, 2001.",12.532,2006-08-09,World Trade Center,6.2,1279
4427,"[35, 18, 10751]",15739,en,"An orphan in a facility run by the mean Miss Hannigan, Annie believes that her parents left her there by mistake. When a rich man named Oliver ""Daddy"" Warbucks decides to let an orphan live at his home to promote his image, Annie is selected. While Annie gets accustomed to living in Warbucks' mansion, she still longs to meet her parents. So Warbucks announces a search for them and a reward, which brings out many frauds.",12.779,1982-06-18,Annie,6.5,529
4428,"[10402, 35]",6279,en,"Deloris Van Cartier is again asked to don the nun's habit to help a run-down Catholic school, presided over by Mother Superior. And if trying to reach out to a class full of uninterested students wasn't bad enough, the sisters discover that the school is due to be closed by the unscrupulous chief of a local authority.",13.779,1993-12-09,Sister Act 2: Back in the Habit,6.4,1370
4429,[27],290637,en,"One year after his young son disappeared during a Halloween carnival, Mike Cole is haunted by eerie images and terrifying messages he can’t explain. Together with his estranged wife, he will stop at nothing to unravel the mystery and find their son—and, in doing so, he unearths a legend that refuses to remain buried in the past.",14.286,2015-09-16,Pay the Ghost,5.4,602
4430,"[27, 878]",135309,en,"Black Lake is now a crocodile sanctuary, surrounded by an electric fence. When the fence is left open, a high-school bus unknowingly enters the park. It's up to Reba and the Sheriff to save the kids from becoming crocodile food.",14.534,2013-07-30,Lake Placid: The Final Chapter,5.1,121
4431,[18],4995,en,"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.",16.28,1997-10-07,Boogie Nights,7.6,2326
4432,[18],527385,en,"Seeking funds for her orphanage in India, Isabelle travels to New York to meet Theresa, a wealthy benefactor. An invitation to attend a wedding ignites a series of events in which the past collides with the present while mysteries unravel.",11.55,2019-08-09,After the Wedding,6.4,161
4433,"[28, 80, 53]",471014,en,A getaway driver for a bank robbery realizes he has been double crossed and races to find out who betrayed him.,14.04,2017-10-20,Wheelman,6.1,477
4434,"[28, 18, 10749]",10908,en,"Eddie Lomax (Jean-Claude Van Damme) is a drifter who has been in a suicidal funk since the death of his close friend Johnny (Danny Trejo). Riding his motorcycle into a small desert town where Johnny once lived, Lomax is confronted by a gang of toughs, who beat him and steal his bike. However, Lomax is not a man to take an injustice lying down, and soon he begins exacting a violent revenge on the men who stole his motorcycle, with local handyman Jubal Early (Pat Morita) lending a hand and several area ladies offering aid and comfort.",15.779,1999-09-25,Inferno,6.1,205
4435,[53],205588,en,"A young Oxford academic and his attorney girlfriend holiday in Morocco. They bump into a Russian millionaire who owns a peninsula and a diamond watch. He wants a game of tennis. What else he wants propels the lovers on a tortuous journey to the City of London and its unholy alliance with Britain's intelligence establishment, to Paris and the Alps.",15.286,2016-05-05,Our Kind of Traitor,6.0,410
4436,"[35, 12]",13335,en,"Having satisfied their urge for White Castle, Harold and Kumar jump on a plane to catch up with Harold's love interest, who's headed for the Netherlands. But the pair must change their plans when Kumar is accused of being a terrorist. Rob Corddry also stars in this wild comedy sequel that follows the hapless stoners' misadventures as they try to avoid being captured by the Department of Homeland Security.",15.529,2008-04-25,Harold & Kumar Escape from Guantanamo Bay,6.3,1106
4437,[27],631583,en,Isaac and his pregnant wife visit a remote Norwegian village to claim an unexpected inheritance. The couple finds themselves caught in a nightmare when they encounter a sinister cult that worships a sea-dwelling deity.,18.756,2021-02-09,Sacrifice,5.2,14
4438,"[35, 80]",10157,en,"Officer Carey Mahoney and his cohorts have finally graduated from the Police Academy and are about to hit the streets on their first assignment. Question is, are they ready to do battle with a band of graffiti-tagging terrorists? Time will tell, but don't sell short this cheerful band of doltish boys in blue.",15.276,1985-03-28,Police Academy 2: Their First Assignment,6.0,1091
4439,[16],290727,en,"While attempting to help Frankie Stein learn more about her freakycool scaritage, the fashionably fierce ghoulfriends travel back in time to the first day ever of Monster High! There, they meet Sparky, a skullastic teen with an obsession for creating life. But when Sparky follows the ghouls through a killer time portal to modern-day Monster High, the event results in eight of them fusing together into four creeperiffic hybrid Monsters. Now, they'll really have to work together to control their bodies in the big Bitecentennial Play and stop one of Sparky's experiments from destroying imperfectly perfect Monster High!",18.401,2014-10-06,Monster High: Freaky Fusion,7.7,79
4440,"[10749, 18, 9648]",1844,en,"Two thieves, who travel in elegant circles, try to outsmart each other and, in the process, end up falling in love.",13.776,1999-04-29,Entrapment,6.2,1520
4441,"[18, 36]",9443,en,"In the class-obsessed and religiously divided UK of the early 1920s, two determined young runners train for the 1924 Paris Olympics. Eric Liddell, a devout Christian born to Scottish missionaries in China, sees running as part of his worship of God's glory and refuses to train or compete on the Sabbath. Harold Abrahams overcomes anti-Semitism and class bias, but neglects his beloved sweetheart in his single-minded quest.",10.275,1981-05-15,Chariots of Fire,6.9,638
4442,"[10752, 28, 12, 18, 53]",22972,en,"During the U.S.-led occupation of Baghdad in 2003, Chief Warrant Officer Roy Miller and his team of Army inspectors are dispatched to find weapons of mass destruction believed to be stockpiled in the Iraqi desert. Rocketing from one booby-trapped and treacherous site to the next, the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission.",13.278,2010-03-11,Green Zone,6.5,1738
4443,"[27, 18, 53]",617786,en,"For her entire life, the cult she was born into has been all that teenage Selah has known. Along with a band of similarly cloistered young women she lives seemingly unstuck in time, cut off from modern society in a remote forest commune presided over by a man called Shepherd, a controlling, messiah-like figure with a frightening dark side. But when her insular world is rocked by a series of nightmarish visions and disturbing revelations, Selah begins to question everything about her existence—including her allegiance to the increasingly dangerous Shepherd.",14.803,2020-04-03,The Other Lamb,6.0,110
4444,"[16, 10751, 35, 878]",229407,en,"A Minion, seeing many owners walk their dogs, wants a puppy of his own. He tries to leash a ladybug but fails. Luckily, a UFO that sweeps away the ladybug somehow agrees to become a Puppy.",15.029,2013-12-10,Minions: Puppy,7.2,172
4445,[53],9272,en,"A young boy stays with his aunt and uncle, and befriends his cousin who's the same age. But his cousin begins showing increasing signs of psychotic behavior.",15.774,1993-09-24,The Good Son,6.7,708
4446,"[28, 16, 14, 27]",7092,en,"It tells of the events before the film, in which monster hunter Gabriel Van Helsing travels to London to investigate a series of horrific, and decidedly supernatural murders, being committed by the mad scientist Dr. Jekyll, in the form of his evil alter-ego, Mr. Hyde.",17.525,2004-05-11,Van Helsing: The London Assignment,6.3,110
4447,"[28, 12, 14]",521720,en,"When Rumpelstiltskin tries to take over Earth once and for all, The Avengers Grimm must track him down through time in order to defeat him.",17.046,2018-05-01,Avengers Grimm: Time Wars,5.0,42
4448,"[28, 80, 53]",256474,en,"When her husband goes missing during their Caribbean vacation, a woman sets off on her own to take down the men she thinks are responsible.",18.028,2014-04-04,In the Blood,5.9,280
4449,"[28, 53]",16325,en,"Mysterious cell phone messages promise a young American engineer untold wealth - then make him the target of a deadly international plot. Dangerous security operatives chase the engineer across the globe, while a powerful government official pursues a mysterious agenda that threatens the stability of the entire world.",11.525,2009-02-27,Echelon Conspiracy,6.3,339
4450,"[27, 35]",16288,en,"EC Comics-inspired weirdness returns with three tales. In the first, a wooden statue of a Native American comes to life...to exact vengeance on the murderer of his elderly owners. In the second, four teens are stranded on a raft on a lake with a blob that is hungry. And in the third, a hit and run woman is terrorized by the hitchhiker she accidentally killed...or did she really kill him?",17.272,1987-05-01,Creepshow 2,6.3,381
4451,"[53, 27]",289416,en,"A unique horror film told from the first-person perspective of Grace - a naive, virginal college freshman trying to deal with campus culture and her outgoing roommate as an evil entity takes over her body and unleashes chaos.",13.277,2014-10-28,Grace,5.0,158
4452,"[27, 878, 53]",168098,en,"When a strange signal pulsates through all cell phone networks worldwide, it starts a murderous epidemic of epic proportions when users become bloodthirsty creatures, and a group of people in New England are among the survivors to deal with the ensuing chaos after.",18.779,2016-07-06,Cell,4.6,864
4453,"[27, 18, 14, 9648]",409297,en,A determined young woman and a damaged occultist risk their lives and souls to perform a dangerous ritual that will grant them what they want.,14.529,2016-07-08,A Dark Song,6.2,331
4454,"[18, 36, 10752]",10142,en,"During the Vietnam War, a soldier finds himself the outsider of his own squad when they unnecessarily kidnap a female villager. Based on the actual events of an incident on Hill 192 in November, 1966.",13.771,1989-08-18,Casualties of War,7.1,615
4455,"[28, 35, 80]",90,en,"The heat is on in this fast paced action-comedy starring Eddie Murphy as Axel Foley, a street smart Detroit cop tracking down his best friend's killer in Beverly Hills. Axel quickly learns that his wild style doesn't fit in with the Beverly Hills Police Department, which assigns two officers (Judge Reinhold & John Ashton) to make sure things don't get out of hand. Dragging the stuffy detectives along for the ride, Axel smashes through a huge culture clash in his hilarious, high-speed pursuit of justice. Featuring cameos by Paul Reiser, Bronson Pinchot and Damon Wayans, Beverly Hills Cop is an exhilarating, sidesplitting adventure.",15.171,1984-11-30,Beverly Hills Cop,7.2,3022
4456,"[18, 35]",347866,en,"A teen winds up in over his head while dealing drugs with a rebellious partner and chasing the young man's enigmatic sister during the summer of 1991 that he spends on Cape Cod, Massachusetts.",15.483,2018-07-26,Hot Summer Nights,6.8,509
4457,"[35, 10749]",20009,en,"Dave, Sam and Jeff are about to graduate from Holden University with honors in lying, cheating and scheming. The three roommates have proudly scammed their way through the last four years of college and now, during final exams, these big-men-on-campus are about to be busted by the most unlikely dude in school. Self-dubbed Cool Ethan, an ambitious nerd with a bad crush, enters their lives one day and everything begins to unravel.",11.27,2002-02-01,Slackers,5.2,145
4458,"[27, 14]",11082,en,"Abby is a pregnant woman with a curious new boarder in the apartment over her garage. Turns out he's heaven-sent and is speeding along the Apocalypse by bloodying rivers, egging on plagues and following scripture word for word.",15.519,1988-04-01,The Seventh Sign,6.0,256
4459,[53],602654,en,A couple flying on a small plane to attend a tropical island wedding must fight for their lives after their pilot suffers a heart attack.,13.814,2020-10-29,Horizon Line,6.0,184
4460,"[10751, 10770, 10749]",363484,en,"Susan is a newspaper staffer who decides to generate some Christmas spirit by writing an article about her family’s storied 100-year-old, hand-carved, heirloom Christmas angel. This leads her to accidentally meet Brady, a cute, upbeat artist who insists that he and Susan become fast friends (at least). It turns out that this angel also has the spiritual power to bring people together – as it seems to be doing with Susan and Brady. What’s behind this enchanted ornament? As time moves on, more about this captivating artifact is revealed.",15.456,2015-11-29,Angel of Christmas,6.4,56
4461,"[35, 12, 80, 10751]",145220,en,"While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick.",16.274,2014-03-20,Muppets Most Wanted,6.3,666
4462,"[18, 35, 10749]",397517,en,"Pop superstar Jordan Jaye (Matthew Espinosa) has a big dream he just wants to live like a regular teenager.  When he's chased down by some excited female fans, he finds a perfect hideout and a reluctant new friend from a small town, high-school art student, Emily Lowe (Sarah Jeffery, Descendants).  Despite being from different worlds, they soon discover they have way more in common than they ever imagined.  Over the course of several days, the two embark on an unexpected journey of friendship, first love and self-discovery -- proving that maybe opposites really do attract.",13.277,2016-06-10,Be Somebody,6.6,238
4463,"[10751, 35, 18]",7095,en,"Jack Powell suffers from an affliction that makes him grow four times faster than normal, so the 10-year-old looks like a 40-year-old man. After years of being tutored at home, Jack convinces his overprotective parents to send him to public school. The children don't know what to make of Jack, but with the help of his fifth-grade teacher, he makes an effort to win them over.",11.269,1996-08-09,Jack,6.3,960
4464,"[10751, 12]",172386,en,"Fourteen year old Nim, more determined than ever to protect her island and all the wildlife that call it home, faces off against resort developers and animal poachers. Soon she realizes she can’t depend on her animal cohorts alone and must make her first human friend – Edmund, who’s run away to the island from the mainland – to save her home.",14.522,2013-03-15,Return to Nim's Island,6.3,417
4465,"[28, 18]",32528,en,"Sentenced to spend out the rest of his adult life laboring in the harsh deserts of Egypt, the Thracian slave Spartacus gets a new lease on life when he is purchased by the obese owner of a Roman gladiator school. Moved by the defiance of an Ethiopian warrior, Draba, Spartacus leads a slave uprising which threatens Rome's status quo. As Spartacus gains sympathy within the Roman Senate, he also makes a powerful enemy in form of Marcus Lucinius Crassus, who makes it a matter of personal honor to crush the rebellion.",17.208,2004-03-17,Spartacus,6.9,48
4466,"[878, 28, 12]",3604,en,A football player and his mates travel to the planet Mongo and find themselves fighting the tyranny of Ming the Merciless to save Earth.,14.517,1980-09-01,Flash Gordon,6.2,671
4467,"[35, 18]",4944,en,"When a disc containing memoirs of a former CIA analyst falls into the hands of gym employees, Linda and Chad, they see a chance to make enough money for Linda to have life-changing cosmetic surgery. Predictably, events whirl out of control for the duo, and those in their orbit.",11.769,2008-09-05,Burn After Reading,6.6,3608
4468,"[10402, 99]",13576,en,"A compilation of interviews, rehearsals and backstage footage of Michael Jackson as he prepared for his series of sold-out shows in London.",11.519,2009-10-28,This Is It,7.2,710
4469,"[16, 10751, 10402]",49948,en,"Blending lively music and brilliant animation, this sequel to the original 'Fantasia' restores 'The Sorcerer's Apprentice' and adds seven new shorts.",13.767,1999-12-17,Fantasia 2000,7.0,983
4470,"[53, 18, 80, 9648]",13975,en,"Lt. Dave Robicheaux, a detective in New Iberia, Louisiana, is trying to link the murder of a local hooker to New Orleans mobster Julie (Baby Feet) Balboni, who is co-producer of a Civil War film. At the same time, after Elrod Sykes, the star of the film, reports finding another corpse in the Atchafalaya Swamp near the movie set, Robicheaux starts another investigation, believing the corpse to be the remains of a black man who he saw being murdered 35 years before.",13.269,2009-04-15,In the Electric Mist,6.1,306
4471,"[10749, 18]",710356,en,"When illness strikes two people who are polar opposites, life and death bring them together in surprising ways.",16.309,2020-10-16,2 Hearts,7.8,314
4472,"[53, 80, 18]",299221,en,Two brothers barely scrape by as their father continues to gamble and drink away the money they do bring home. They hatch a plan for a robbery but at what price?,14.691,2014-10-24,Phantom Halo,6.1,39
4473,"[16, 10751, 35]",411840,en,"Cody, Chicken Joe and Lani are back in their most epic adventure yet! The most radical surfing dream team, The Hang Five (voiced by WWE Superstars John Cena, Undertaker, Triple H, Paige and Mr. McMahon) puts Cody and his friends to the test and teaches them the meaning of teamwork as they journey to the most legendary surfing spot on the planet.",14.774,2017-01-17,Surf's Up 2: WaveMania,6.4,173
4474,"[16, 10751, 35]",51985,en,Charlie B. Barker and Itchy Ford are back with Sasha and the gang having a Dicken's of a time as they try to save Christmas from Carface and an evil spirit that wishes to use dogs all over the world to ruin Christmas forever.,12.105,1998-11-17,An All Dogs Christmas Carol,6.1,78
4475,"[28, 18, 53, 878]",370097,en,"What happens when you ask the most powerful computer program, run by the most powerful computers, to follow, listen and predict human behavior? The program learns, becomes sentient and begins to behave like a human. When a master computer program, Echelon, takes over America's entire online system, our country is threatened to be brought to its knees. Hacking into DARPA, Echelon gains the ability to manipulate the weather, create earthquakes, and cause a level of destruction unlike anything the country could ever imagine. But how do you stop a computer program when it has control over any and every defense you have?",12.331,2015-11-18,Stormageddon,6.4,77
4476,"[35, 10749]",9801,en,"Bridget Jones is becoming uncomfortable in her relationship with Mark Darcy. Apart from discovering that he's a conservative voter, she has to deal with a new boss, a strange contractor and the worst vacation of her life.",17.616,2004-11-10,Bridget Jones: The Edge of Reason,6.3,2261
4477,"[10749, 35, 10751]",555850,en,A talented photographer stuck in a dead-end job inherits an antique Advent calendar that may be predicting the future -- and pointing her toward love.,14.979,2018-11-02,The Holiday Calendar,6.7,900
4478,"[12, 35, 14]",431742,en,"In a fantasy world where magic is being superceded by technology, an orphaned teen discovers her destiny to become a dragonslayer.",17.912,2016-12-25,The Last Dragonslayer,5.9,38
4479,"[28, 12, 878]",609681,en,The sequel to Captain Marvel (2019).,13.809,2023-02-16,The Marvels,0.0,0
4480,"[80, 35]",5,en,It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.,11.912,1995-12-09,Four Rooms,5.7,2051
4481,"[18, 80, 36]",522212,en,"The powerful true story of Harvard-educated lawyer Bryan Stevenson, who goes to Alabama to defend the disenfranchised and wrongly condemned — including Walter McMillian, a man sentenced to death despite evidence proving his innocence. Bryan fights tirelessly for Walter with the system stacked against them.",17.187,2019-12-25,Just Mercy,8.0,1520
4482,"[12, 878, 10751]",294093,en,"The adventure begins when Lucas, a 13 year old boy, embarks on the vacation of a lifetime. When disaster strikes, Lucas finds himself stranded in a strange land littered with ghost ships and prehistoric creatures. While searching for other signs of life, Lucas hears a radio broadcast in the distance and is drawn into the jungle where he encounters a beautiful young girl who claims to have come from the 1950s. Together they set out on a quest to get home all the while uncovering secrets that will forever change the future.",10.518,2014-12-01,Dinosaur Island,5.5,111
4483,"[16, 18]",11848,en,"A successful farmyard revolution by the resident animals vs. the farmer goes horribly wrong when corrupt pigs hijack it for their personal gain.  Based on the socialist George Orwell’s novel “Animal Farm”, a critique of Stalinist authoritarianism.",14.013,1954-12-28,Animal Farm,6.9,325
4484,"[28, 18, 80, 53, 9648]",38780,en,"The boredom of small town life is eating Bill Williamson alive. Feeling constrained and claustrophobic in the meaningless drudgery of everyday life and helpless against overwhelming global dissolution, Bill begins a descent into madness. His shockingly violent plan will shake the very foundations of society by painting the streets red with blood.",14.014,2009-08-14,Rampage,6.0,306
4485,[18],374473,en,"A middle aged carpenter, who requires state welfare after injuring himself, is joined by a single mother in a similar scenario.",10.72,2016-10-21,"I, Daniel Blake",7.8,1073
4486,"[35, 18, 10749]",353069,en,Intersecting stories with different moms collide on Mother's Day.,12.269,2016-04-28,Mother's Day,6.0,1092
4487,"[14, 12, 10751, 16]",11639,en,"On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal and restore order to his world, before the grotesque race of Skeksis find and use the crystal for evil.",12.211,1982-12-17,The Dark Crystal,7.2,822
4488,"[10770, 10751, 35, 12, 80, 18, 10402]",43960,en,"When Drake and Josh accidentally send their little sister Megan on a plane to L.A., they soon find themselves in the middle of a dangerous situation.",15.762,2006-01-01,Drake & Josh Go Hollywood,7.2,159
4489,"[18, 10749]",10449,en,"An airline pilot and his wife are forced to face the consequences of her alcoholism when her addictions threaten her life and their daughter's safety. While the woman enters detox, her husband must face the truth of his enabling behavior.",14.76,1994-04-29,When a Man Loves a Woman,6.5,245
4490,[18],443463,en,"A father and daughter live a perfect but mysterious existence in Forest Park, a beautiful nature reserve near Portland, Oregon, rarely making contact with the world. But when a small mistake tips them off to authorities, they are sent on an increasingly erratic journey in search of a place to call their own.",13.274,2018-06-29,Leave No Trace,6.8,864
4491,"[10402, 35, 18]",256924,en,An ageing rock star decides to change his life when he discovers a 40-year-old letter written to him by John Lennon.,11.515,2015-03-19,Danny Collins,6.8,395
4492,"[28, 80, 53, 27]",326,en,"America is on the search for the murderer Eddie Kim. Sean Jones must fly to L.A. to testify in a hearing against Kim. Accompanied by FBI agent Neville Flynn, the flight receives some unexpected visitors.",20.011,2006-08-06,Snakes on a Plane,5.4,1312
